id,code,headline,keywords,orderable,options,ship-weight,taxable,merchant-category,availability,page-title,product-url,family,price,upc,google-base-product-type,description,path,gift-certificate,label,manufacturer-part-number,caption,isbn,name,abstract,condition,sale-price,brand
noseycups,"CAM106;Size:12 oz. (CAM10612)=CAM10612&Size:8 oz. (CAM1068)=CAM1068&Size:4 oz. (CAM1064)=CAM1064",,"nosey cups, drinking aid, drinking cup, assistive drinking aids, cup with nose cut out, no bending neck cup, cup for limited neck movement, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,"Size ""12 oz. (CAM10612)"" ""8 oz. (CAM1068)"" ""4 oz. (CAM1064)""",,Yes,"In the Kitchen>Cups, Glasses and Straws>Cups","Usually ships the next business day","Nosey Cup :: drinking aid","http://www.wrightstuff.biz/makinglifeeasier/noseycups.html",,5.95,,"Home & Garden > Kitchen & Dining > Tableware > Drinkware","Nosey Cups have a cut out for the nose that permits you to drink without bending your neck or tilting your head. Ideal for people with limited range of motion of the head, neck or upper extremities, or arthritis.","In the Kitchen:Cups, Glasses and Straws",No,"extralongstraw loflst onewaystraw",,"Ideal for people with limited range of motion of the head, neck or upper extremities, or arthritis. The <b>Nosey Cup</b> has a cut out for the nose that permits you to drink without bending your neck or tilting your head. Made from translucent plastic. Dishwasher safe.
<h4>Nosey Cup Features:</h4>
<ul>
<li>Ideal for people with limited range of motion of the head, neck or upper extremities.</li>
<li>Cut out for the nose permits drinking without bending neck or tilting head.</li>
</ul>
<h4>Nosey Cup Specifications:</h4>
<ul>
<li>4 oz., 8 oz. and 12 oz. sizes.</li>
<li>Made from translucent plastic.</li>
<li>Dishwasher safe.</li>
</ul>",,"Nosey Cups","Allows drinking without tilting the head.","New",,"The Wright Stuff, Inc."
noseyglass,"CKE16002",,"nosey glass, drinking aid, drinking glass, assistive drinking aids, drinking glass with nose cut out, no bending neck glass, drinking glass for limited neck movement, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"In the Kitchen>Cups, Glasses and Straws>Cups","Usually ships the next business day","Nosey Glass :: drinking aid","http://www.wrightstuff.biz/makinglifeeasier/noseyglass.html",,5.95,"873704000634","Home & Garden > Kitchen & Dining > Tableware > Drinkware","Nosey Glass features a textured grip surface and a special cut-out for the nose area to allow for easy drinking without having to tilt the head.","In the Kitchen:Cups, Glasses and Straws",No,"extralongstraw loflst onewaystraw","873704000634","The <b>Nosey Glass</b> features a contoured shape and slightly textured surface that provides a steadier grip. 

A cut out for the nose allows drinking without bending the neck or tilting the head. Translucent plastic allows monitoring of liquids.  Dishwasher safe.
<h4>Nosey Glass Features:</h4>
<ul>
<li>Dishwasher safe.</li>
<li>Cut out for the nose.</li>
<li>Textured surface.</li> 
<li>Translucent plastic.</li>
</ul>
<h4>Nosey Glass Specifications:</h4>
<ul>
<li>Will hold 8 oz.</li>
</ul>",,"Nosey Glass","Contoured shape for easy grasping.","New",,"The Wright Stuff, Inc."
nosh8oz,"CNR100",,"no rinse shampoo, waterless shampoo, dry shampoo, clean life 00100 shampoo, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Getting Ready>No Rinse Products>No Rinse Shampoo","Usually ships the next business day","No Rinse Shampoo :: 8 oz. bottle waterless shampoo","http://www.wrightstuff.biz/makinglifeeasier/nosh8oz.html",,4.95,"075244001007","Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner","No Rinse Shampoo 8 oz bottle by Clean Life completely cleans hair without water and without rinsing. Convenient and safe alternative to traditional shampoos. No rinse shampoo helps people with disabilities shampoo hair without water or rinsing.","Getting Ready:No Rinse Products:No Rinse Shampoo",No,"drezdraid30i bocalohabran1 bathingaids","00100","No-Rinse Shampoo 8 oz bottle.
<br><br>
The <b>No Rinse Shampoo 8 oz bottle</b> completely cleans hair without water - no rinsing is required. Apply shampoo to hair until completely wet, then massage into hair. Rich lather causes dirt and dust particles to float to the top of the foam. Towel dry hair, comb and style.
<br><br>
Leaves hair silky soft and manageable. The PH balanced, no alcohol formula won't irritate sensitive skin, so it is safe for adults or children.
<br><br>
No Rinse products are used in hospitals and nursing facilities all over the county. Use at home or while traveling or camping.
<h4>No Rinse Shampoo 8 oz bottle Features:</h4>
<ul>
<li>Ready to use.</li>
<li>No rinsing is required.</li>
<li>Leaves hair silky soft and manageable.</li>
<li>Towel dry hair, comb and style.</li>
</ul>
<h4>No Rinse Shampoo 8 oz bottle Specifications:</h4>
<ul>
<li><b>Includes:</b> One 8 oz bottle No Rinse Shampoo.</li>
<li><b>Made in:</b> USA.</li>
</ul>",,"No-Rinse Shampoo 8 oz.","Single 8 oz bottle No Rinse, waterless Shampoo.","New",,"The Wright Stuff, Inc."
noshcap,"CNR2001",,"no rinse shampoo cap, no-rinse shampoo cap, clean life shampoo cap, shampoo aid, dry shampoo, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Getting Ready>No Rinse Products>Shampoo Cap","Usually ships the next business day","No Rinse Shampoo Cap :: no water needed shampoo cap","http://www.wrightstuff.biz/makinglifeeasier/noshcap.html",,4.95,"075244020008","Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner","The No-Rinse Shampoo Cap is ready to use. One-piece cap transfers all massaging action directly to hair and scalp. No Rinse Shampoo Cap helps eliminate odor and leaves hair fresh and clean. Can be heated in microwave prior to use.","Getting Ready:No Rinse Products",No,"drezdraid30i bocalohabran1 bathingaids","02000","The <b>No-Rinse Shampoo Cap</b> is ready to use. One-piece cap transfers all massaging action directly to hair and scalp. Latex free and alcohol free. Helps eliminate odor and leaves hair fresh and clean.  Can be heated in microwave prior to use. One per package.
<br><br>
Perfect for people who can not shampoo their hair in the traditional way.
<h4>No-Rinse Shampoo Cap Features:</h4>
<ul>
<li>Ready to use.</li>
<li>Leaves hair fresh and clean.</li>
<li>Just massage, towel dry and style.</li>
<li>Helps eliminate odor.</li>
<li>Can be heated prior to use.</li>
</ul>
<h4>No-Rinse Shampoo Cap Specifications:</h4>
<ul>
<li><b>Includes:</b> One shampoo cap per package.</li>
<li><b>Made in:</b> USA.</li>
</ul>",,"No-Rinse Shampoo Cap","Shampoo more efficiently in less time.","New",,"The Wright Stuff, Inc."
nowaba,"AMI70317",,"no-wire walker basket, no wire walker basket, walker basket, walker accessories, walker bag, walker accessory, accessories for walkers, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"On the Move>Walker Accessories","Usually ships the next business day","No Wire Walker Basket","http://www.wrightstuff.biz/makinglifeeasier/nowaba.html",,19.95,"742645013143","Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment Accessories","No Wire Walker Basket attaches securely to walker to prevent swinging or clanging. Basket features a slot for an identification tag and compartment to store small items.","On The Move:Walker Accessories",No,"frwhcu reachingaids piandpo adeaut","742645013143","The <b>No Wire Walker Basket</b> firmly attaches to the horizontal and vertical bars of the walker. Flexible, virtually indestructible, retractable stabilizing arms lock onto the legs of the walker and eliminate excess swinging.

The front of the basket features a slot for an identification tag and the bottom of the basket has a built-in glass, can or cup holder, a smaller compartment for coins or medications and a trough for utensils, pens, straws or eyeglasses. No additional tray is needed. Can be attached on the inside or outside of the walker. 

Ships and stores flat. Easy to assemble. Made of polypropylene. 
<h4>No-Wire Walker Basket Dimensions:</h4>
<ul>
<li>Unassembled - 16 1/4 x 7 11/16 x 2 1/8 inches.</li>
<li>Assembled - 16 1/4 x 8 3/4 x 8 1/4 inches.</li>
</ul>",,"No-Wire Walker Basket","Flexible stabilizing bars eliminates swinging.","New",,"The Wright Stuff, Inc."
nusu,"nusu",,,No,,,No,"Nutritional Supplements","Usually ships the next business day",,"http://www.wrightstuff.biz/makinglifeeasier/supplements.html",,,,"adds",,"Links and Resources",No,,,,,"Nutritional Supplements",,"New",,"The Wright Stuff, Inc."
offsethinge,"ADM6402",,"swing away offset door hinge, offset door hinges, swing clear door hinges, expandable door hinge, swing away door hinge, wheelchair accessory, walker accessory, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"On The Move>Wheelchair Accessories","Usually ships the next business day","Swing Away Offset Door Hinge :: wheelchair aid","http://www.wrightstuff.biz/makinglifeeasier/offsethinge.html",,18.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment Accessories","Swing Away Offset Door Hinge helps give you the extra clearance needed for wheelchairs and walkers.","Around the House:Other Useful Adaptive Tools",No,"transferdisc akpocu1 reachingaids","41298200611","The <b>Swing Away Offset Door Hinges</b> give you the extra clearance needed for wheelchairs and walkers. The hinge is designed to swing your door completely clear of the opening.

This easy to install Offset Door Hinge adds an additional 2 inches to any doorway. Offset Door Hinges are also known as Swing Clear Hinges as they will actually swing your door clear of the door frame making it easier to get a wheelchair or walker through the doorway. 

Rather than cutting a larger frame and installing a bigger door, Offset Hinges are cost effective and can be retro-fitted to handle most residential doors. These expandable Z shaped door hinges use the same screws and holes as the existing hinge. 

For residential doors only.

<h4>Swing Away Offset Door Hinge Features:</h4>
<ul>
<li>Adds an additional 2 inches to most any doorway.</li>
<li>Cost effective and can be retro-fitted to handle most residential doors.</li>
<li>Swing your door clear of the door frame making it easier to get a wheelchair or walker through the doorway.</li>
</ul>
<h4>Swing Away Offset Door Hinge Specifications:</h4>
<ul>
<li>Measures: 3 ½ in H x 2 in W.</li>
<li>Weighs: 1.8 lbs per pair.</li>
<li>2 hinges per package.</li>
</ul>",,"Swing Away Offset Door Hinge","Swing your door clear of the door frame making it easier to get a wheelchair or walker through the doorway.","New",,"The Wright Stuff, Inc."
ondrst,"CEH110",,"one way straw, one way drinking straw, one way straws, one way drinking straws, for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"In the Kitchen > Cups, Glasses and Straws > Adaptive Drinking Straws","Usually ships the next business day","One Way Drinking Straw","http://www.wrightstuff.biz/makinglifeeasier/ondrst.html",,14.95,,"Home & Garden > Kitchen & Dining > Tableware > Drinkware","Special drinking straws feature a one-way valve that allows liquid to flow only up the straw. Liquid will not flow down this straw after lips are removed. Ideal for persons with weak oral musculature or difficulty swallowing.","In the Kitchen:Cups, Glasses and Straws:Adaptive Drinking Straws",No,"extralongstraw loflst onewaystraw frcu","111474","These special drinking straws feature a <b>one-way valve</b> that allows liquid to flow only up the straw.  Liquid will not flow down this straw after lips are removed.

The one-way valve also eliminates sucking air from an empty straw. Each package contains 10 - 7 inch straws. 

Ideal for persons with weak oral musculature or difficulty swallowing.

<h4>One-Way Drinking Straw Features</h4>
<ul>
<li>Allows liquid to flow only up the straw.</li>
<li>Eliminates sucking air from an empty straw.</li> 
</ul>
<h4>One-Way Drinking Straw Specifications</h4>
<ul>
<li>Length: 7 inches</li>
<li>Pack: 10 Straws</li>
</ul>
Non returnable if packaging is opened.",,"One-Way Drinking Straws","Package of 10 one way straws.","New",,"The Wright Stuff, Inc."
onemoinliofa,"onemoinliofa",,"arthritic person, arthritic bathing, arthritic dressing, arthritic toileting",No,,,No,"articles","Usually ships the next business day","Arthritic toileting, bathing and dressing aids","http://www.wrightstuff.biz/makinglifeeasier/onemoinliofa.html",,,,"articles","Daily challenges for Janice. What makes her different — she is an arthritic person.","Articles and Information on Daily Living Aids:Arthritis Daily Living Aids:Getting Ready",No,,,"<h2>How Janice Went from Pain to Ease with Arthritic Aids</h2>
<p>At one time, she could sleep until the sun rose high 
in the sky, but that was before. Now, it's early to bed and early to rise--and pain is her alarm clock. She could be anybody; we will call her Janice. What makes her different—she is an arthritic person.</p>
<h3>Toilet Time Made Easier with Sanitary Arthritic Aids</h3>
<p>At one time, Janice dreaded the morning toilet ritual. It meant asking her husband, Stan, to help her onto the toilet. As time progressed and the pain become worse, Stan even had to help her with cleaning herself. Even though they had been married over 45 years, Janice understandably found this to be very embarrassing.</p>
<p>But <a href=""http://www.arthritissupplies.com/site/371928/page/913209"" target=""_blank"">arthritic toiletry aids</a> changed all of that. Easing herself onto the toilet became a simple matter with elevated toilet seats or seats with strong arms to hold onto. The best gadgets, though, and the ones that made Janice feel more self-reliant: the wiping aids. Long ago it had become difficult to reach back or front to clean herself, and so hygiene was always a concern.  Special tongs, spring-loaded clips, or even silicone-coated <a href=""http://www.arthritissupplies.com/site/371928/page/913209"" target=""_blank"">wiping aids</a> helped change all of that, and gave Janice her personal toilet space back. </p>
<h3>From Toilet to the Bath: No Fear of Slipping</h3>
<p>Janice goes straight from the toilet area to the shower. At one time, bathing was uncomfortable, painful, and slow. Often, her husband would assist. Showers are difficult to stand in for any length of time, and she didn't always want to take baths. Some parts of the body were difficult to reach and often didn't get washed as closely as they should have. </p>
<p>Now, taking a bath or shower is a snap with the help of a wide variety of
<a href=""http://www.arthritissupplies.com/site/371928/page/53724"" target=""_blank"">arthritic bathing aids</a>. Janice was surprised at first to see how many <a href=""http://www.arthritissupplies.com/site/371928/page/53725"" target=""_blank"">bath and shower chairs</a> were available for arthritic persons: seats, grab bars, non-slip treads, sliding benches, and swiveling chairs.</p>
<p>Once in the shower, she takes advantage of more great shower aids like no-rinse shampoo, a long-handled scrubber, and even a tingly foot scrubber to clean and relax her soles.</p>
<h3>Dressing from Head to Toe Without Assistance</h3>
<p>Finally, it's time to dress. What was once a series of painful maneuvers--often requiring help from her husband--is now pleasant with the help of <a href=""http://www.arthritissupplies.com/site/371928/page/461290"" target=""_blank"" target=""_blank"">arthritic dressing aids</a>. Janice puts on her own socks with clever sock aids; inserts her feet snugly into shoes with telescopic shoe horns; and laces up with special fasteners. Dressing sticks gently grasp her clothing and assist her in dressing.  Because of its soft tips, the dressing stick has always handled her dresses and blouses with the care they deserve.</p>
<p>Bathed and dressed, Janice is bright and ready for the day.  Best of all, she did it all by herself, and with no pain or discomfort.</p>

© Copyright 2007 The Wright Stuff, Inc. 
Articles may only be redistributed in its unedited form. Written permission from The Wright Stuff, Inc. must be obtained to reprint or cite the information contained within this article.",,"One Morning in the Life of an Arthritic Person",,"New",,"The Wright Stuff, Inc."
onewaystraw,"CEH120",,"one way straw clip assembly, one-way straw clip assembly, drinking aid, straw aid, straw holder, clip that holds straw, one way drinking straw for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"In the Kitchen > Cups, Glasses and Straws > Adaptive Drinking Straws","Usually ships the next business day","One Way Straw Clip Assembly","http://www.wrightstuff.biz/makinglifeeasier/onewaystraw.html",,9.95,,"Home & Garden > Kitchen & Dining > Tableware > Drinkware","One Way Straw Clip Assembly allows liquid to flow only up the straw and eliminates sucking air while drinking. Straws stay filled with fluid, even after removing the straw from a user's lips.","In the Kitchen:Cups, Glasses and Straws:Adaptive Drinking Straws",No,"frcu bathingaids piandpo","111475","These <b>One Way Valve Straws</b> stay filled with fluid, even after removing the straw from a user's lips. This feature eliminates the possibility of sucking in too much air while drinking. New straw clip helps manage difficult situations by holding the straw securely to the cup. 

This kit comes with 3 one-way straws, 3 clips, and 1 lip block. Colors may vary. 

Wash with normal washing solutions or sterilize by boiling. 

Cup not included.

Made in USA.

<h4>One Way Straw Clip Assembly Features:</h4>
<ul>
<li>One way straw valves stay filled with fluid, even after removing the straw from a user's lips.</li>
<li>Eliminates the possibility of sucking in too much air while drinking.</li>
<li>Straw clip holds the straw securely to the cup.</li>
</ul>
<h4>One Way Straw Clip Assembly Specifications:</h4>
<ul>
<li>Kit contains 3 one-way straws, 3 clips, and 1 lip block.</li>
<li>Color: varies.</li>
</ul>
Non returnable if packaging is opened.",,"One Way Straw Clip Assembly","One way valves stay filled with fluid, even after removing the straw from a user's lips.","New",,"The Wright Stuff, Inc."
onmove,"onmove",,"adaptive, adapted, products, aids, tools, help, sitting, standing, walking, transferring, for the disabled, handicapped, elderly, seniors, physically impaired",No,,,No,"On the Move","Usually ships the next business day","Adaptive Mobility Aids and accessories to help make sitting, standing and walking easier.","http://www.wrightstuff.biz/makinglifeeasier/onmove.html",,,,"mobility","When moving around is difficult, these adaptive products 
help make standing, walking, or transferring easier. Helpful adaptive include walker baskets, wheelchair bags, wheelchair accessories, walker accessories, walker glides, swivel cushions, folding carts, walking aids, and other mobility aids.",,No,,,"Adaptive Mobility Aids and accessories to help make sitting, standing and walking easier.

When moving around is difficult, these adaptive products 
make standing, walking, or transferring easier.

You'll find these helpful adaptive items here: walker baskets, wheelchair bags, wheelchair accessories, walker accessories, walker glides, swivel cushions, folding carts, walking aids, and other mobility aids.",,"On The Move","When moving around is difficult, these products 
make standing, walking, or transferring easier.","New",,"The Wright Stuff, Inc."
onmove1,"onmove1",,"on the move arthritis daily living aids articles, for the disabled, handicapped, elderly, seniors, physically impaired",No,,,No,"Home > Articles and Information on Daily Living Aids > Arthritis Daily Living Aids ","Usually ships the next business day","On the Move :: Arthritis Daily Living Aids Articles","http://www.wrightstuff.biz/makinglifeeasier/onmove1.html",,,,"articles","On the Move Arthritis Daily Living Aids Articles discuss how arthritis aids can improve your daily moving activities. Arthritis assisted mobility products, arthritis accessories for wheelchairs, walkers, canes, crutches, and walking devices can make moving around with arthritis easier.","Articles and Information on Daily Living Aids:Arthritis Daily Living Aids",No,,,"Articles discussing how arthritis aids can improve your daily living activities. Many assistive mobility products, gadgets, tools, aids, and devices can make moving around with arthritis easier.",,"On the Move",,"New",,"The Wright Stuff, Inc."
onmove2,"onmove2",,"on the move daily living aids articles, mobility challenges articles, mobility solutions articles, walker accessories articles, for the disabled, handicapped, elderly, seniors, physically impaired",No,,,No,"Home > Articles and Information on Daily Living Aids > Daily Living Aids To Make Life Easier","Usually ships the next business day","On the Move :: Daily Living Aids Articles and Information","http://www.wrightstuff.biz/makinglifeeasier/onmove2.html",,,,"articles","On the Move Daily Living Aids Articles include information on mobility aids articles, mobility challenges articles, mobility solutions articles, mobility device articles. Read move daily living aids articles for mobility device user benefits.","Articles and Information on Daily Living Aids:Daily Living Aids To Make Life Easier",No,,,"There was a time you moved around with little effort and put no thought into this 
everyday task. Nowadays, even though you think long and hard about getting 
from Point A to Point B, you don't always have a ready solution.",,"On The Move",,"New",,"The Wright Stuff, Inc."
onmove3,"onmove3",,"move caregiver articles, caregiver transfer aids articles, caregiver mobility aids articles, how to transfer person articles, for the disabled, handicapped, elderly, seniors, physically impaired",No,,,No,"Home > Articles and Information on Daily Living Aids > Caregiver Articles and Information","Usually ships the next business day","On the Move :: Caregiver Articles and Information","http://www.wrightstuff.biz/makinglifeeasier/onmove3.html",,,,"articles","On the Move Caregiver Articles include lifting techniques for caregivers articles, mobility aids for caregiver articles, mobility assistive devices for caregivers articles. Read mobility aids for caregivers for how transfer people with disabilities and prevent caregiver injury.","Articles and Information on Daily Living Aids:Caregiver Articles and Information",No,,,"Information about how to limit the devastating effect physical disability can have on managing daily living activities. Many assistive products and devices can make achieving mobility for the patient or loved one a realizable goal. In addition, the information in these articles will help you to meet your caregiver responsibilities without injury to yourself.",,"On The Move",,"New",,"The Wright Stuff, Inc."
opitunop,"AMI75338",,,No,,,Yes,"In the Kitchen>Bottle and Jar Openers","Usually ships the next business day",,"http://www.wrightstuff.biz/makinglifeeasier/opitunop.html",,7.95,,"kitchenware",,"Web Specials:Discontinued Items",No,"buandziai reachingaids doknandlaswt",,"This practical tool is a necessity for anyone who has difficulty opening bags, boxes, cans, containers, etc. The <b>Open It Universal Opener</b> multifunctional device features a protected blade for opening bags and boxes, a 'poke' for opening container lids and making holes in drinking boxes and a 'hook' for opening pull tabs on cans.

The Open-it is so versatile it can also be used for tasks such as peeling oranges and opening envelopes and vacuum-sealed packages.

<h4>Open It Universal Opener Features:</h4>
<ul>
<li>Protected blade for opening bags and boxes.</li>
<li>Poke for making holes and piercing container lids.</li>
<li>Hook for pulling the tabs on cans.</li>
</ul>",,"Open It Universal Opener","For anyone who has difficulty opening bags, boxes, cans, containers, etc.","New",,"The Wright Stuff, Inc."
oralflo,"COF100",,"oralflo pill swallowing cup, oral flo pill swallowing cup, oral flow, pill swallowing cup, pill swallowing aid, medication swallowing help, difficulty swallowing pills, swallowing pills cup, for the disabled, handicapped, elderly, seniors,  physically impaired",No,,,Yes,"In the Kitchen>Cups, Glasses and Straws>Cups","Usually ships the next business day","Oralflo Pill Swallowing Cup :: pill swallowing aid","http://www.wrightstuff.biz/makinglifeeasier/oralflo.html",,14.95,,"Home & Garden > Kitchen & Dining > Tableware > Drinkware","Oralflo Pill Swallowing Cup is a professional healthcare product designed to help you swallow pills and medications without stress.","Web Specials:Discontinued Items",No,"overbedtable adplplguandb piandpo",,"The <b>Oralflo Pill Swallowing Cup</b> is a professional healthcare product that was designed to help people with swallowing difficulties swallow pills and medication easily, without stress or discomfort. The revolutionary design assists the natural swallowing reflex and prevents pills from sticking in your throat or to the cup. 

Designed for children ages 4 and up, adults and seniors, the Oralflo Pill Swallowing Cup can help anyone who has trouble swallowing pills or medications.

<object width=""464"" height=""288""><param name=""movie"" value=""http://www.youtube.com/v/UwRUXB33BaI&hl=en&fs=1&color1=0x006699&color2=0x54abd6&border=1""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/v/UwRUXB33BaI&hl=en&fs=1&color1=0x006699&color2=0x54abd6&border=1"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""464"" height=""288""></embed></object>

Simply fill the cup half way with your liquid of choice, place the lid securely on the cup, drop the pill into the spout where it is held, then drink naturally from the cup. The angled mouthpiece extension allows you to swallow the pill and fluid together without tilting your head backwards. This is especially helpful if you suffer from neck pain or have limited mobility caused by stroke or injury.

<h4>Oralflo Pill Swallowing Cup Features:</h4>
<ul>
<li>A Pill Cup designed to help you swallow pills & medications.</li>
<li>Designed for all ages - children, adults and seniors.</li>
<li>Pills go down smoothly.</li>
<li>Eliminate crushing & splitting pills.</li>
<li>Used by doctors & hospitals worldwide.</li>
</ul>
<h4>Oralflo Pill Swallowing Cup Specifications:</h4>
<ul>
<li>Cleaning: Dishwasher safe.</li>
</ul>",,"Oralflo Pill Swallowing Cup","Designed to help people with swallowing difficulties swallow pills and medication.","New",,"The Wright Stuff, Inc."
orbetrbo,"CBE1100",,"original beasytrans transfer board, beasy trans transfer board, beasy-trans board, beasytrans aids, patient transfer aids, portable patient sliding aid, patient automobile transfer board, for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"On The Move>Transfer Discs, Slides and Boards>BeasyTrans Easy Transfer System ","Usually ships the next business day","Original BeasyTrans Transfer Board","http://www.wrightstuff.biz/makinglifeeasier/orbetrbo.html",,209.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","Original BeasyTrans Transfer Board provides a safe and easy transfer from here to there without lifting. Ideal for automobile transfers.","On The Move:Transfer Discs, Slides and Boards:BeasyTrans Easy Transfer Board",No,"gaandtrbe cartrai bedmoai","111411","The <b>Original BeasyTrans Transfer Board</b> is ideal for automobile transfers. Longer length will accommodate patients and transfers in areas where space is not an issue. This model has been used successfully in boosting or repositioning patients in bed.

<h4>The ""No-Lift"" Frictionless BeasyTrans™ Easy Transfer System</h4>
BeasyTrans™ Systems are totally portable. With the BeasyTrans™ Systems, most users can achieve regular access to an automobile. For some, this may mean a greater quality of life. The visiting of friends and relatives may be resumed. Educational and cultural undertakings can be attended. The systems may even allow the user to live at home while receiving outpatient care, rather than living in a long term facility and even for travelling!

<h4>Tissue Friendly - Elimination of Skin Friction</h4>
It's a well documented fact: lifting leads to injury. For example, patient movement tasks statistically place nursing personnel in the top percentile of the U.S. labor force for back injuries. At the same time, the person being lifted is at risk for arm and brachial plexus type injuries as well as back injuries from being torqued or twisted. The risk of such injuries is tremendously reduced when lifting is eliminated. The frictionless, lateral slide is clearly the state of the art in patient transfer. 

<h4>Versatility</h4>
The design of the BeasyTrans™ Easy Transfer Systems make it possible to apply sliding technology to a wide range of transfer and therapeutic functions in both the clinical and homecare environment. 

For example, strategic placement of the Beasy seat under a draw sheet allows a minimum number of caregivers to easily perform such difficult transfers as bed to gurney, supine, or boosting of patients.

Because the seat easily rotates 360 degrees, the systems can be used for range of motion exercises for hands, feet or other body parts. 
",,"Original BeasyTrans Transfer Board","Longer length will accommodate patients and transfers in areas where space is not an issue.","New",,"The Wright Stuff, Inc."
orderstatus,"orderstatus",,,No,,,No,"order status","Usually ships the next business day",,"http://www.wrightstuff.biz/makinglifeeasier/",,,,"personal care products",,,No,,,"<b>Check your order status here.</b>

Thanks again for ordering with us. You can check the status of your order below.
Enter your Order Number or Reference Number & the Bill-To Zip Code you entered in your order.
<form method=""POST"" action=""https://209.235.214.90/setistatus/checkstatus.asp"">
<p align=""center"">
<font face=""Arial"">Check the Status of your Order:<br>
Order number: </font> <input type=""text"" name=""OrderNumber"" size=""20""> <br>
Zip Code: </font> <input type=""text"" name=""Zip"" size=""20""> <br>
<input type=""submit"" value=""Submit"" name=""B1""></p>
<input type=""hidden"" name=""MerchantID"" value=""708"">
</form>
Still have questions? Call us toll-free at 877-750-0376 Monday thru Friday 8AM - 5PM CST or email info@thewright-stuff.com

Thanks.",,"Order Status","Check your order status here.","New",,"The Wright Stuff, Inc."
orhyai,"orhyai",,,No,,,No,"Getting Ready>Oral Hygiene Aids","Usually ships the next business day",,"http://www.wrightstuff.biz/makinglifeeasier/",,,,"oral care",,"Getting Ready:Adaptive Grooming and Hygiene Aids",No,,,"Dental floss holder, toothettes, tube squeezer, adapted toothbrush, denture brush and other oral hygiene aids.",,"Oral Hygiene Aids","Dental floss holder, toothettes, tube squeezer, adapted toothbrush, denture brush","New",,"The Wright Stuff, Inc."
orin,"orin","Ordering Information",,No,,,No,"ordering information","Usually ships the next business day",,"http://www.wrightstuff.biz/makinglifeeasier/orin.html",,,,"health care products",,,No,,,"Please call our toll free customer service number with any questions or to place your order over the phone 1-877-750-0376.

Our office hours are Monday - Friday 8am to 5pm CST.

We Accept:<br>
<IMG SRC='/lib/makinglifeeasier/Amex' HSPACE=2 VSPACE=2 BORDER=0 ALIGN=ABSMIDDLE><IMG SRC='/lib/makinglifeeasier/Discover' HSPACE=2 VSPACE=2 BORDER=0 ALIGN=ABSMIDDLE><BR CLEAR=ALL><IMG SRC='/lib/makinglifeeasier/Mastercard' HSPACE=2 VSPACE=2 BORDER=0 ALIGN=ABSMIDDLE><IMG SRC='/lib/makinglifeeasier/Visa' HSPACE=2 VSPACE=2 BORDER=0 ALIGN=ABSMIDDLE></center>
<BR>
For security purposes, The Wright Stuff, Inc. requires all credit carts to meet AVS requirments.

The Address Verification Service (AVS) is a tool designed by bankcard processors to assist in identifying potentially fraudulent credit card transactions. For every credit card authorization, AVS compares the billing address and ZIP code provided by the customer to the address and ZIP code on file at the card issuing bank. AVS then returns a response code indicating the results of the comparison.

Possibe reasons for credit card denial include:

1. AVS data provided is invalid.<br>
2. The card issuing bank does not support AVS.<br>
3. The AVS system was unavailable at the time of processing.
<BR><BR>
*Many non-U.S. credit card issuing banks do not support AVS.
<BR>
<h4>Shop with Confidence</h4>
<a href=""testimonials1.html""><img src=""http://site.wrightstuff.biz/images/scr-yahootop.gif"" Alt= ""The Wright Stuff Customer Feedback""></a>

You can shop at www.WrightStuff.biz online with confidence. We have partnered with Yahoo, a leading ecommerce provider to offer safe and secure credit card and electronic check transactions for our customers. 

The Yahoo Payment Gateway manages the complex routing of sensitive customer information through the credit card and electronic check processing networks. The company adheres to strict industry standards for payment processing, including: 

128-bit Secure Sockets Layer (SSL) technology for secure Internet Protocol (IP) transactions. 

Industry leading encryption hardware and software methods and security protocols to protect customer information. 

Compliance with the Payment Card Industry (PCI) Data Security Standard.

<h4>Canceling an Order</h4>
In most cases, once an order is placed, we are not able to cancel the order due to the speed in which we process and ship orders . If you no longer want a product after the order has been placed, please contact us for a Return Authorization via email or telephone once you have received the product. ",,"Ordering Information","This section contains information on shipping cost and item return process.","New",,"The Wright Stuff, Inc."
